customerID,SeniorCitizen,tenure,Contract,MonthlyCharges,TotalCharges,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
2014-MKGMH,-0.44047699244535515,0.5514803643559085,0.3684695991167237,1.205497506846691,1.052543571138454,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
5628-FCGYG,-0.44047699244535515,-0.46747362366037426,-0.8303371920781404,0.6401312006556175,-0.24409781907685746,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
2560-WBWXF,-0.44047699244535515,1.4481598738102373,1.5672763903115878,-1.3536164497064336,-0.34943792895457876,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
0248-IPDFW,-0.44047699244535515,-1.2826368140734004,-0.8303371920781404,-0.4906014117265297,-0.9890501845511783,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
7978-DKUQH,-0.44047699244535515,-0.304440985577769,-0.8303371920781404,0.32419120601942925,-0.2174758214841224,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
4335-UPJSI,-0.44047699244535515,-0.3451991450984203,1.5672763903115878,-1.4999465524852995,-0.791261545719581,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
0524-IAVZO,-0.44047699244535515,-0.10065018797451245,-0.8303371920781404,0.6700623580422039,0.14741772761033112,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
2737-YNGYW,-0.44047699244535515,-1.2418786545527492,-0.8303371920781404,0.5220694131863051,-0.9298901899006559,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
1784-EZDKJ,-0.44047699244535515,0.7552711619591651,0.3684695991167237,1.3950615036284042,1.4165099859883847,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False
9297-FVVDH,-0.44047699244535515,0.9998201190830729,1.5672763903115878,0.6534339372718783,1.128038788192479,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
8007-YYPWD,-0.44047699244535515,-0.7120225807842822,1.5672763903115878,-1.3236852923198472,-0.8482140778831436,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
7101-HRBLJ,-0.44047699244535515,1.6111925118928425,1.5672763903115878,0.6268284640393572,1.680566648678515,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False
5159-YFPKQ,-0.44047699244535515,-1.2418786545527492,-0.8303371920781404,0.364099415868211,-0.940199039714758,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
6635-CPNUN,-0.44047699244535515,-0.18216650701581508,-0.8303371920781404,1.05584171991376,0.17395142670358776,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False
4021-RQSNY,2.2699427831539776,-0.14140834749516376,-0.8303371920781404,1.1190297188409977,0.3151407273695361,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
5453-YBTWV,-0.44047699244535515,1.5296761928515399,1.5672763903115878,1.205497506846691,2.0769827620867543,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
5039-LZRQT,-0.44047699244535515,-0.7935388998255847,0.3684695991167237,-1.4849809737920063,-0.8905311337581627,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
2931-VUVJN,2.2699427831539776,1.0813364381243755,0.3684695991167237,0.9710367739850989,1.4099317477772444,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
9061-TIHDA,2.2699427831539776,-0.7935388998255847,-0.8303371920781404,1.0109449838338807,-0.466521739262926,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
8699-ASUFO,2.2699427831539776,-1.0380878569494927,-0.8303371920781404,0.31753983771129934,-0.7781050692973005,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
6418-PIQSP,-0.44047699244535515,1.2036109166863296,1.5672763903115878,0.5370349918795984,1.1900684840760491,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
8220-OCUFY,-0.44047699244535515,-0.46747362366037426,0.3684695991167237,-0.1530444700889181,-0.45561687457734473,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
3995-WFCSM,-0.44047699244535515,-1.2418786545527492,-0.8303371920781404,-0.1330903651645272,-0.9619866944610511,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
1895-QTKDO,-0.44047699244535515,-1.2826368140734004,-0.8303371920781404,-0.6951309872015358,-0.9917653634101389,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
2038-OEQZH,-0.44047699244535515,-1.1603623355114465,-0.8303371920781404,0.7049820416598878,-0.8751451202240531,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False
1178-PZGAB,-0.44047699244535515,-0.5489899427016769,0.3684695991167237,-1.483318131714974,-0.8417903620460905,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
7927-AUXBZ,-0.44047699244535515,-0.10065018797451245,-0.8303371920781404,0.6750508842733018,0.1172417154135908,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False
2626-VEEWG,-0.44047699244535515,1.407401714289586,1.5672763903115878,-1.5115864470245277,-0.44420429351976254,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
2878-RMWXY,2.2699427831539776,1.6111925118928425,1.5672763903115878,1.2570456112347013,2.322231844387987,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False
1657-DYMBM,-0.44047699244535515,0.8367874810004677,1.5672763903115878,-1.494958026254202,-0.5210902119405721,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
7311-MQJCH,-0.44047699244535515,-1.1196041759907953,0.3684695991167237,-1.50659792079343,-0.9671963059302764,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
7375-WMVMT,2.2699427831539776,1.5704343523721913,1.5672763903115878,1.0192591942190437,1.9499874452119574,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False
1136-XGEQU,-0.44047699244535515,0.7145130024385138,0.3684695991167237,0.6417940427326504,0.8273823974685555,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
2530-FMFXO,-0.44047699244535515,0.9590619595624216,1.5672763903115878,1.2753368740820594,1.5820475978854995,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
6844-DZKRF,-0.44047699244535515,-1.2418786545527492,-0.8303371920781404,-0.4872757275724645,-0.9629359033304439,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False
4695-WJZUE,2.2699427831539776,-1.2418786545527492,-0.8303371920781404,0.7881241455115163,-0.9320314285130068,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
7619-ODSGN,-0.44047699244535515,-0.3451991450984203,-0.8303371920781404,-0.3359570985625008,-0.4203857732854664,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
5970-GHJAW,-0.44047699244535515,0.5514803643559085,1.5672763903115878,-1.493295184177169,-0.6304258289196906,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
8879-XUAHX,-0.44047699244535515,1.5704343523721913,1.5672763903115878,1.70933865618756,2.770103908367259,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
3689-MOZGR,-0.44047699244535515,-0.14140834749516376,-0.8303371920781404,-1.119155716844841,-0.6022586075860836,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
4195-PNGZS,-0.44047699244535515,1.4889180333308887,1.5672763903115878,-1.343639397244238,-0.2525965496516527,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False
5003-XZWWO,-0.44047699244535515,1.5704343523721913,1.5672763903115878,0.6434568848096829,1.6187356244187714,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False
3988-RQIXO,2.2699427831539776,-1.2826368140734004,-0.8303371920781404,0.8795804597483076,-0.9708606936586295,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
7622-FWGEW,2.2699427831539776,0.9590619595624216,1.5672763903115878,0.6916793050436275,1.1187895203721177,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False
6922-NCEDI,-0.44047699244535515,0.9590619595624216,0.3684695991167237,-1.451724132251355,-0.4643142767759662,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
2514-GINMM,-0.44047699244535515,-1.2826368140734004,-0.8303371920781404,0.48714972956862124,-0.9760703051278546,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
9891-NQDBD,-0.44047699244535515,-0.18216650701581508,0.3684695991167237,-1.3070568715495217,-0.714397701923641,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
6131-IUNXN,-0.44047699244535515,-0.5489899427016769,-0.8303371920781404,-1.4849809737920063,-0.8424305261673088,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
8548-AWOFC,-0.44047699244535515,1.3666435547689346,-0.8303371920781404,-0.03331984054257303,0.87161994570723,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False
9798-DRYDS,-0.44047699244535515,-0.6305062617429795,0.3684695991167237,-0.09650783946981063,-0.5384629417129456,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True
8532-UEFWH,-0.44047699244535515,0.7960293214798164,1.5672763903115878,-1.3004055032413913,-0.41698628105554836,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
6296-DDOOR,-0.44047699244535515,-0.5489899427016769,0.3684695991167237,-0.22122099524725336,-0.549698925771571,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False
7951-VRDVK,-0.44047699244535515,0.14389876914939542,0.3684695991167237,0.6983306733517575,0.31487583187110096,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False
5931-FLJJF,2.2699427831539776,-1.0380878569494927,-0.8303371920781404,0.17453541908649794,-0.8047491415149053,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
4815-YOSUK,-0.44047699244535515,1.6111925118928425,0.3684695991167237,1.331873504701167,2.31658074042137,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False
2659-VXMWZ,-0.44047699244535515,1.407401714289586,0.3684695991167237,1.5447172905613356,2.2921220560658555,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
0380-NEAVX,2.2699427831539776,0.06238245010809279,0.3684695991167237,1.163926454920877,0.4648066839854099,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
3207-OYBWH,2.2699427831539776,0.9998201190830729,-0.8303371920781404,1.0109449838338807,1.384832899300512,False,True,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,True,False,False,False
4285-GYRQC,-0.44047699244535515,-1.0380878569494927,-0.8303371920781404,0.7116334099680182,-0.7519687134516967,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
7216-EWTRS,2.2699427831539776,-1.2826368140734004,-0.8303371920781404,1.195520454384496,-0.9666665149334058,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
4365-MSDYN,-0.44047699244535515,-0.9973296974288413,-0.8303371920781404,-1.50659792079343,-0.9400224427158013,False,True,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
7036-TYDEC,-0.44047699244535515,1.4889180333308887,1.5672763903115878,1.3019423473145804,2.0918610592488633,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
5802-ADBRC,-0.44047699244535515,0.7145130024385138,0.3684695991167237,1.3152450839308412,1.2991171309318628,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
8076-FEZKJ,-0.44047699244535515,-0.9158133783875386,0.3684695991167237,-1.5082607628704625,-0.9114578781345416,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
5197-YPYBZ,-0.44047699244535515,-0.834297059346236,1.5672763903115878,-1.3170339240117168,-0.8898909696369444,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
8337-MSSXB,-0.44047699244535515,-0.7527807403049335,-0.8303371920781404,0.7132962520450506,-0.48978839387548223,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
4312-GVYNH,-0.44047699244535515,1.5296761928515399,1.5672763903115878,-0.49891562211169255,0.4767490560398623,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False
8495-LJDFO,2.2699427831539776,1.2851272357276322,-0.8303371920781404,1.466563712940805,2.1284166380329177,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False
0839-JTCUD,-0.44047699244535515,1.3666435547689346,1.5672763903115878,0.833020881591396,1.6196186094135554,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False
5494-WOZRZ,-0.44047699244535515,1.5704343523721913,1.5672763903115878,0.5702918334202497,1.6377198018066257,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
1302-UHBDD,2.2699427831539776,-0.5082317831810256,-0.8303371920781404,0.8346837236684285,-0.28339065134474173,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
2234-EOFPT,-0.44047699244535515,1.6111925118928425,1.5672763903115878,0.4821612033375233,1.5288477519497685,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False
8619-IJNDK,-0.44047699244535515,1.5704343523721913,1.5672763903115878,-0.026668472234442894,0.9724126828618137,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False
8378-LKJAF,-0.44047699244535515,0.22541508819069803,-0.8303371920781404,1.2071603489237241,0.7356844057602459,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False
8182-BJDSI,-0.44047699244535515,-0.18216650701581508,-0.8303371920781404,0.8346837236684285,0.14799166785694073,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
2528-HFYZX,2.2699427831539776,-0.6305062617429795,-0.8303371920781404,0.38571636286963457,-0.466632112387274,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
1153-GNOLC,-0.44047699244535515,0.021624290587441482,0.3684695991167237,-0.8564266686736951,-0.433255279584442,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
3298-QEICA,-0.44047699244535515,-0.38595730461907163,1.5672763903115878,-1.0060824556066263,-0.6520368866670269,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
0788-DXBFY,-0.44047699244535515,1.0405782786037243,0.3684695991167237,-1.50659792079343,-0.5216420775623121,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
3597-YASZG,2.2699427831539776,1.5296761928515399,1.5672763903115878,1.3169079260078735,2.233513927037073,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False
3496-LFSZU,-0.44047699244535515,-1.1603623355114465,-0.8303371920781404,0.1878381557027587,-0.8812818659378012,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
5242-UOWHD,-0.44047699244535515,0.5107222048352572,1.5672763903115878,-1.4799924475609088,-0.6009341300939077,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
2482-CZGBB,-0.44047699244535515,-0.9158133783875386,-0.8303371920781404,0.171209734932433,-0.6844645106004662,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
6479-SZPLM,-0.44047699244535515,0.14389876914939542,1.5672763903115878,-1.509923604947495,-0.6780628693882829,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
8097-VBQTZ,-0.44047699244535515,0.877545640521119,-0.8303371920781404,0.16788405077836804,0.7032788564516762,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
4500-HKANN,-0.44047699244535515,-0.38595730461907163,1.5672763903115878,-0.17133573293627627,-0.386810268858808,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True
9917-KWRBE,-0.44047699244535515,0.34768956675265195,0.3684695991167237,0.44890436179687193,0.40655174895454094,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False
3420-ZDBMA,2.2699427831539776,-1.1196041759907953,-0.8303371920781404,0.21943215516637762,-0.8471103466396637,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
2212-LYASK,-0.44047699244535515,-0.2229246665364664,0.3684695991167237,-0.6319429882742982,-0.46089270992117853,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False
1393-IMKZG,-0.44047699244535515,-1.2826368140734004,-0.8303371920781404,1.0308990887582714,-0.9688519027954962,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
8069-RHUXK,-0.44047699244535515,1.407401714289586,1.5672763903115878,-0.9694999299119097,0.11273849194019271,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False
3398-GCPMU,2.2699427831539776,1.6111925118928425,1.5672763903115878,0.8213809870521677,1.8359499331356148,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
2908-WGAXL,-0.44047699244535515,0.9590619595624216,1.5672763903115878,-1.3270109764739122,-0.3626606292514678,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
3378-AJRAO,-0.44047699244535515,0.4699640453146059,0.3684695991167237,-1.3303366606279774,-0.5636721633140265,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
1013-QCWAM,2.2699427831539776,1.3666435547689346,-0.8303371920781404,1.195520454384496,1.9427469682547294,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
0866-QLSIR,-0.44047699244535515,0.06238245010809279,0.3684695991167237,-0.015028577695214622,-0.08900150474306254,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True
6050-FFXES,-0.44047699244535515,1.4889180333308887,1.5672763903115878,1.3468390833944597,2.185523692570567,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False
7181-BQYBV,-0.44047699244535515,-1.2826368140734004,-0.8303371920781404,1.2503942429265709,-0.9659380523127093,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
0362-RAOQO,-0.44047699244535515,0.30693140723200063,1.5672763903115878,-1.5032722366393647,-0.644619812710842,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
9554-DFKIC,-0.44047699244535515,-0.10065018797451245,-0.8303371920781404,-0.3459341510246961,-0.30976982806391123,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
5527-ACHSO,-0.44047699244535515,-0.8750552188668873,-0.8303371920781404,0.1878381557027587,-0.6450392305833644,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
0829-DDVLK,-0.44047699244535515,-0.7120225807842822,0.3684695991167237,-1.4883066579460715,-0.8776395528343176,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
